Column1,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120
89,17523.65,17346.90,16893.40,15618.48,16390.57,16241.52,15474.44,15242.90,15772.56,14902.40,14710.45,14415.56,15349.53,14142.58,14596.98,14636.69,14692.16,14422.82,14691.89,13876.24,13973.32,14135.76,14393.90,13416.02,13881.14,13018.59,12714.04,11545.61,12810.83,12274.43,11811.83,12417.57,12307.77,11785.00,12707.59,12166.63,12114.24,12064.51,11425.87,12952.21,12093.29,11960.45,11756.24,11659.45,11566.30,11479.09,11398.91,11326.34,11259.98,11195.40,11126.44,11051.84,10973.34,10892.66,10811.33,10728.76,10645.24,10560.49,10473.51,10383.25,10288.05,10187.93,10082.41,9972.94,9861.73,9749.58,9638.52,9528.66,9419.03,9310.34,9203.48,9097.91,8993.47,8889.55,8786.28,8685.85,8586.89,8487.49,8389.01,8292.03,8195.67,8099.70,8005.30,7913.14,7821.67,7730.67,7641.29,7553.05,7466.59,7382.16,7298.11,7213.81,7130.26,7048.44,6967.60,6887.81,6809.45,6731.90,6654.83,6579.02,6503.99,6427.97,6351.55,6276.17,6202.69,6130.65,6059.37,5988.76,5919.33,5850.39,5781.03,5712.53,5645.69,5579.75,5514.21,5450.03,5387.14,5324.33,5261.67,5199.63,5137.96,5077.42,5018.16,4959.25,4900.60,4842.80,4786.08,4729.80,4674.05,4618.97,4564.64,4511.20,4458.34,4405.97,4354.27,4303.27,4252.69,4202.54,4153.07,4104.28
90,17304.97,18206.86,18159.56,17520.12,18209.77,17708.63,16584.52,16730.58,16741.13,16298.01,16693.08,15979.76,16595.36,15598.30,16140.42,16059.42,15857.78,15654.13,16067.67,15280.93,15089.82,15556.48,15741.73,14761.32,14715.58,14325.27,14529.18,13961.91,13030.56,13660.24,13364.74,13914.32,13659.49,13243.43,14319.97,13480.46,13498.27,13661.14,12912.30,14363.70,13579.76,13430.77,13206.87,13104.88,13003.38,12905.93,12814.92,12730.12,12652.63,12582.26,12513.57,12439.34,12358.51,12273.48,12186.41,12098.23,12008.02,11915.57,11821.41,11724.40,11622.85,11516.28,11403.27,11283.91,11161.77,11038.85,10915.67,10793.79,10673.24,10553.10,10433.93,10316.66,10200.99,10086.26,9972.04,9858.97,9748.40,9639.23,9530.09,9421.83,9314.92,9208.91,9103.44,8999.28,8897.58,8796.84,8696.26,8597.72,8500.85,8405.22,8311.84,8218.98,8125.66,8033.59,7943.24,7853.92,7765.74,7678.90,7592.89,7507.83,7423.98,7340.67,7256.59,7171.92,7088.65,7007.50,6927.72,6848.56,6770.11,6692.88,6616.32,6539.63,6463.68,6389.38,6316.01,6243.49,6172.04,6101.98,6032.30,5962.58,5893.50,5824.95,5757.66,5691.61,5625.93,5560.68,5496.26,5432.92,5370.40,5308.23,5246.83,5186.23,5126.51,5067.55,5009.08,4951.52,4894.40,4837.79,4781.97,4725.96
91,19130.74,19139.10,19104.33,18941.48,19281.84,18619.81,17449.08,18155.00,18553.99,17685.16,18394.36,17182.21,17915.92,16915.91,17576.96,17540.89,17610.18,17208.09,17648.56,17138.19,16763.00,17014.65,17060.53,16378.36,16500.31,16143.55,15822.92,16455.31,14719.06,14551.53,14524.84,15422.34,15436.57,14415.97,15607.26,14984.66,15342.19,15279.08,14356.83,16252.85,15187.48,15027.15,14787.34,14682.24,14575.68,14470.61,14369.59,14273.90,14184.95,14103.72,14029.55,13956.27,13876.65,13789.52,13697.96,13604.23,13507.93,13409.10,13308.21,13204.17,13096.07,12983.23,12863.55,12736.05,12604.33,12472.54,12341.40,12210.18,12080.34,11951.58,11823.26,11696.66,11571.33,11447.02,11324.31,11202.25,11081.02,10962.32,10845.39,10728.42,10612.01,10497.17,10383.42,10269.87,10157.62,10048.13,9939.51,9831.48,9725.31,9620.32,9517.19,9416.39,9315.82,9214.83,9115.30,9017.70,8920.95,8825.12,8730.78,8637.63,8545.07,8453.89,8363.49,8271.92,8180.02,8089.58,8000.91,7913.90,7827.79,7742.20,7657.85,7574.18,7490.31,7407.34,7326.07,7245.91,7166.17,7087.74,7010.90,6934.20,6857.88,6782.13,6706.78,6632.60,6559.84,6487.71,6415.75,6344.70,6274.97,6205.91,6137.39,6069.52,6002.57,5936.63,5871.26,5806.73,5742.81,5679.40,5616.71,5554.50
92,21156.71,20918.44,20661.43,19999.05,21850.72,20061.85,19658.39,20148.80,20297.19,19323.69,19781.98,18989.86,19958.90,18416.09,19202.58,19047.51,19353.41,19195.74,19617.56,18638.15,18238.35,18948.94,18982.38,18317.83,18012.30,17656.19,17978.43,18260.80,16878.55,16790.37,15703.04,17114.90,17155.30,16221.38,17619.32,16672.63,16958.62,17052.81,15982.38,18139.87,16918.34,16749.69,16495.08,16392.19,16283.63,16173.59,16065.41,15960.65,15861.03,15768.60,15684.10,15604.80,15526.50,15441.85,15348.56,15250.35,15148.61,15044.66,14938.08,14827.44,14713.07,14594.00,14468.10,14333.88,14194.14,14054.08,13915.87,13778.34,13640.97,13504.55,13369.56,13235.06,13101.26,12969.05,12838.70,12709.42,12580.27,12452.47,12327.29,12203.63,12079.92,11956.95,11835.61,11714.71,11594.18,11475.61,11359.32,11243.89,11128.77,11015.68,10904.12,10794.31,10686.59,10579.06,10471.54,10365.24,10260.66,10156.96,10054.44,9953.25,9853.20,9754.18,9656.26,9558.95,9460.73,9361.67,9263.88,9168.78,9075.28,8982.10,8889.55,8798.57,8708.21,8617.43,8527.40,8439.27,8352.20,8265.67,8180.61,8097.18,8013.96,7930.71,7848.30,7766.18,7685.31,7605.84,7527.03,7448.54,7370.86,7294.54,7219.01,7143.98,7069.53,6996.08,6923.51,6851.75,6780.79,6710.44,6640.55,6571.25
93,21827.76,22776.76,22447.64,22077.52,23303.42,22792.89,20928.27,21585.23,22183.80,21186.83,21543.14,20284.13,21855.76,20487.53,20957.41,20749.53,21119.88,21076.98,21499.06,20490.70,20435.53,20837.24,21401.90,19724.47,20457.22,19625.22,19746.41,20113.79,18144.01,18987.99,17745.12,18070.60,18954.36,17801.14,19555.02,18330.04,18773.40,18943.65,17468.58,20282.55,18761.89,18588.01,18318.88,18220.34,18114.39,18002.23,17890.18,17779.10,17670.61,17568.93,17474.00,17384.84,17301.44,17218.92,17128.75,17029.34,16924.26,16815.86,16704.11,16588.39,16468.23,16343.19,16211.33,16071.02,15924.76,15777.61,15631.65,15487.35,15344.08,15200.72,15059.15,14918.16,14777.20,14638.00,14499.99,14363.49,14228.33,14093.30,13958.96,13827.60,13697.81,13567.99,13438.86,13310.58,13183.54,13056.95,12931.67,12809.17,12687.30,12565.87,12446.21,12328.08,12211.91,12097.58,11983.84,11869.54,11756.38,11645.32,11535.26,11426.02,11318.52,11212.12,11106.25,11001.78,10897.87,10792.60,10686.64,10582.46,10480.63,10380.27,10280.36,10181.12,10083.53,9986.45,9888.75,9791.90,9697.15,9603.40,9510.19,9418.44,9328.16,9238.31,9148.50,9059.17,8970.28,8882.53,8796.50,8711.10,8625.88,8541.64,8458.76,8376.50,8294.59,8213.69,8133.56,8054.23,7976.23,7898.76,7821.48,7744.88
94,23491.23,24780.15,24643.23,23774.22,23967.32,24061.50,23186.77,22609.01,24101.83,22653.13,23427.12,21727.71,23433.90,22067.90,23761.17,23003.60,23024.88,22925.27,23265.42,22294.05,21920.25,22164.37,22905.96,22400.06,22049.71,21311.36,21450.96,22040.82,20157.00,20863.00,20053.85,20529.61,20275.36,19605.62,22124.81,20056.32,20848.71,20969.99,19382.18,21784.93,20702.73,20528.25,20248.49,20154.56,20053.24,19944.67,19831.24,19716.96,19603.49,19494.28,19390.52,19293.09,19200.68,19112.94,19025.37,18930.08,18825.57,18714.92,18598.91,18478.67,18354.22,18223.52,18086.49,17941.43,17790.03,17636.73,17484.55,17334.00,17184.88,17036.67,16888.75,16741.73,16595.77,16450.55,16305.59,16162.46,16021.22,15880.56,15740.24,15600.99,15464.18,15328.91,15193.17,15058.12,14924.81,14791.94,14659.50,14528.83,14400.53,14272.71,14145.16,14019.70,13895.83,13773.63,13653.52,13533.54,13413.12,13293.88,13176.76,13060.55,12945.31,12831.50,12718.78,12606.88,12496.06,12385.76,12274.22,12162.09,12051.50,11943.44,11836.67,11730.23,11624.85,11520.93,11417.34,11313.16,11209.92,11108.62,11008.34,10908.54,10810.33,10713.81,10617.07,10520.61,10424.83,10329.22,10235.24,10142.73,10050.69,9958.96,9868.18,9778.69,9689.62,9601.45,9514.12,9427.26,9341.57,9256.84,9172.61,9088.69
95,25637.62,25345.90,25526.27,25302.45,26110.22,25790.98,23640.03,24788.51,25207.85,25022.37,25144.08,24682.95,25198.54,23584.88,24738.06,24753.49,24622.19,24379.73,24804.65,24976.85,24311.50,24064.02,24976.56,23480.03,24325.75,23361.21,23695.62,23810.48,22338.62,22328.84,22485.98,22737.10,23203.05,21258.32,23138.92,22642.10,23443.20,23108.26,21655.17,23954.00,22767.16,22597.52,22307.67,22222.91,22129.36,22026.84,21915.62,21799.14,21683.44,21569.50,21459.05,21354.52,21254.44,21158.91,21068.24,20976.91,20876.10,20765.92,20648.20,20524.29,20395.88,20262.03,20121.61,19971.96,19815.79,19657.86,19501.05,19346.07,19192.01,19039.11,18886.71,18734.55,18583.38,18433.29,18283.54,18134.49,17986.88,17841.12,17696.51,17551.51,17407.76,17266.25,17125.51,16985.44,16846.25,16707.84,16569.99,16432.54,16296.49,16162.82,16030.14,15897.23,15766.29,15637.43,15509.90,15384.11,15258.69,15132.95,15008.39,14885.36,14763.13,14642.36,14522.98,14404.67,14287.09,14170.46,14054.39,13937.15,13819.08,13702.43,13588.19,13475.59,13363.29,13251.80,13141.80,13032.10,12921.78,12812.19,12704.66,12598.32,12492.56,12387.94,12284.83,12182.12,12079.47,11977.31,11875.61,11775.12,11676.17,11577.78,11479.54,11382.31,11286.24,11190.99,11096.66,11002.79,10909.34,10817.15,10726.00,10634.80
96,26941.61,27803.21,27417.16,27318.09,28178.02,27338.30,26338.96,26639.67,27075.62,26767.48,27243.66,25655.95,28142.66,26120.07,27245.69,26841.35,26628.54,26307.70,27373.96,26740.36,26095.23,26412.23,26915.67,25584.73,25708.23,25445.81,26285.33,26079.92,23575.43,24903.63,23683.32,25683.16,26272.35,24190.43,24898.06,24530.33,26105.19,25079.18,23786.21,26642.39,25007.15,24843.04,24544.53,24471.72,24388.27,24291.88,24186.19,24073.60,23956.48,23838.30,23723.67,23614.61,23510.13,23408.85,23311.37,23218.23,23121.38,23014.69,22898.24,22774.16,22643.41,22506.54,22363.10,22209.85,22050.03,21889.39,21729.18,21569.59,21411.07,21253.61,21097.17,20942.43,20787.64,20632.70,20479.64,20326.75,20173.70,20022.77,19873.32,19724.24,19575.87,19428.14,19282.22,19138.33,18994.07,18850.18,18707.50,18565.75,18424.21,18283.23,18145.20,18007.58,17870.28,17735.41,17601.31,17468.37,17337.48,17207.47,17076.97,16947.17,16818.99,16691.94,16565.83,16441.27,16317.84,16194.64,16072.64,15951.55,15828.86,15705.03,15583.07,15463.39,15344.90,15226.96,15109.57,14993.75,14878.74,14762.63,14647.06,14533.70,14421.20,14309.46,14199.11,14089.98,13981.30,13872.48,13764.16,13656.25,13549.52,13444.40,13339.83,13235.38,13131.98,13029.79,12928.27,12827.21,12726.72,12627.23,12528.83,12430.43
97,28999.08,29510.99,30127.36,26945.16,28830.62,29191.27,26856.87,29003.12,28390.18,27900.09,28014.26,28389.82,29353.69,28529.41,28550.76,27701.32,28729.14,28679.54,29122.57,28262.79,28110.84,27744.30,29648.97,27952.08,27664.51,27242.19,27111.97,28110.64,25396.09,26534.27,26248.10,26773.03,27330.63,26351.31,28536.50,25988.51,26847.88,28129.48,25922.21,28761.76,27440.85,27281.51,26968.92,26908.64,26836.13,26749.98,26653.04,26545.56,26432.34,26313.82,26197.96,26086.49,25978.52,25871.34,25767.64,25669.80,25572.58,25471.77,25359.69,25237.77,25107.99,24968.84,24822.66,24668.58,24506.41,24343.00,24180.62,24018.20,23857.17,23696.83,23536.66,23379.29,23222.89,23064.62,22908.14,22753.33,22596.82,22441.61,22288.79,22136.11,21984.43,21833.43,21682.25,21533.45,21386.18,21238.68,21091.86,20945.97,20800.77,20654.91,20510.71,20369.09,20228.21,20087.76,19947.96,19809.81,19673.26,19538.46,19403.96,19268.95,19135.21,19002.81,18871.18,18740.73,18612.00,18483.46,18355.35,18229.27,18103.21,17975.52,17847.45,17720.45,17595.19,17471.70,17348.64,17226.08,17105.68,16985.32,16863.56,16742.97,16624.19,16506.58,16389.37,16273.03,16158.58,16043.92,15929.43,15815.86,15701.99,15589.34,15478.65,15368.46,15258.21,15148.76,15040.59,14933.13,14825.98,14719.53,14614.07,14508.80
98,29670.59,31033.43,30127.29,30047.62,30348.44,29196.89,28760.00,29351.76,30058.89,28721.45,29610.03,28441.68,31169.07,29938.12,30098.87,30227.95,29896.69,29772.01,31903.68,29810.71,30617.87,29990.03,31265.89,29280.06,30569.96,29040.85,29595.71,31806.10,28143.54,28192.71,28064.27,29424.15,29398.78,28309.76,31220.01,28799.96,28675.13,29318.81,28782.05,32005.38,30065.63,29911.47,29575.38,29522.24,29460.50,29385.58,29301.69,29203.84,29095.76,28982.77,28866.45,28750.62,28641.32,28533.53,28428.81,28326.92,28223.76,28126.46,28022.39,27903.90,27775.82,27637.93,27490.63,27334.91,27173.31,27010.14,26846.31,26684.06,26523.54,26361.12,26199.56,26040.06,25880.62,25722.33,25564.50,25407.41,25251.18,25094.69,24939.36,24784.77,24630.94,24477.63,24323.89,24171.38,24021.05,23871.99,23722.88,23573.57,23425.96,23279.30,23131.36,22984.56,22840.48,22696.49,22552.42,22411.03,22270.72,22131.47,21993.47,21855.37,21717.47,21580.44,21445.38,21310.56,21176.97,21044.32,20911.79,20780.69,20650.60,20520.44,20389.46,20257.32,20125.98,19997.18,19870.03,19742.96,19616.35,19491.32,19366.22,19240.38,19115.04,18992.17,18870.39,18747.81,18627.14,18508.13,18388.75,18269.60,18150.64,18032.04,17915.08,17799.36,17683.81,17568.19,17453.58,17340.52,17227.43,17114.88,17003.49,16892.06
99,30944.31,30429.16,30335.86,32132.54,32319.49,31006.55,29171.03,31869.33,32566.13,32989.03,32268.91,30673.33,33090.29,29986.50,32765.03,32436.44,32629.54,31984.46,32387.30,31658.28,31656.37,32486.40,32354.29,31437.63,32656.47,30469.78,31426.02,32725.77,29779.70,30567.64,30333.16,31956.39,32291.89,30547.26,33380.97,31583.87,32855.18,29739.14,30141.62,33784.48,32851.91,32709.04,32350.13,32294.29,32237.36,32174.62,32102.28,32017.48,31919.07,31812.18,31701.39,31587.73,31477.15,31367.59,31264.89,31162.65,31055.08,30955.95,30855.94,30746.54,30625.72,30491.14,30345.30,30190.27,30031.48,29868.81,29704.51,29543.75,29383.97,29222.19,29062.86,28904.18,28744.30,28586.48,28429.98,28273.25,28117.44,27961.76,27805.49,27650.54,27496.69,27343.05,27190.46,27037.40,26885.09,26735.59,26586.52,26436.04,26287.52,26140.20,25990.94,25842.95,25695.48,25549.85,25405.46,25260.98,25118.26,24976.79,24836.63,24697.56,24557.98,24418.02,24280.01,24143.00,24006.23,23870.40,23735.54,23601.83,23468.41,23335.18,23202.98,23069.39,22934.90,22801.75,22670.75,22540.70,22410.50,22281.19,22152.73,22024.79,21895.55,21768.00,21642.63,21516.22,21391.10,21267.44,21144.76,21022.24,20899.08,20776.96,20655.06,20534.12,20414.66,20294.98,20175.33,20056.90,19939.36,19822.43,19706.18,19589.82
100,33951.22,35382.09,34501.91,32508.24,35836.29,33745.68,33058.78,34706.81,35946.46,31995.85,34967.40,31962.03,35985.87,32451.71,34185.37,34642.42,36058.97,36661.83,35370.65,33390.71,34884.06,34650.86,35691.32,32972.49,33537.57,33622.22,34653.12,34438.50,31738.84,34044.32,32122.49,33687.74,34245.55,31379.73,36164.10,33379.26,35232.55,35352.72,30685.81,35741.98,35746.17,35618.56,35236.65,35181.74,35129.44,35076.34,35012.50,34935.54,34849.43,34749.60,34651.26,34549.52,34433.98,34322.58,34220.91,34124.74,34024.49,33922.62,33822.49,33717.94,33608.01,33481.35,33337.51,33188.07,33034.77,32873.72,32712.53,32553.90,32395.92,32239.14,32084.92,31928.82,31770.65,31615.95,31462.07,31308.85,31155.78,31002.06,30847.67,30693.01,30541.13,30390.82,30241.71,30091.30,29940.25,29792.27,29644.11,29495.15,29347.73,29200.71,29054.45,28908.24,28761.14,28615.96,28472.81,28328.81,28185.00,28043.94,27904.51,27764.61,27624.41,27486.30,27347.86,27208.74,27070.93,26934.37,26799.75,26665.18,26530.69,26396.71,26263.85,26131.13,25997.38,25862.38,25728.47,25596.55,25465.14,25334.45,25203.59,25074.68,24946.21,24816.75,24687.53,24559.39,24432.88,24306.03,24180.81,24056.72,23931.64,23807.45,23683.26,23559.45,23436.85,23314.96,23193.57,23072.02,22950.87,22831.34,22712.04,22592.52
101,37561.78,33991.47,37236.03,37410.07,36451.82,34159.36,34169.68,35376.80,37158.47,37127.07,34293.69,35436.54,35853.97,35201.81,36731.23,39749.30,36224.57,36217.07,37590.56,36749.48,36207.00,35948.84,37561.92,36516.24,38677.57,35668.03,35908.53,35851.97,35651.07,36883.58,36061.09,36248.93,35413.00,35422.97,39253.08,37061.21,36469.64,39156.74,33659.36,36197.54,38709.28,38619.89,38220.48,38170.87,38120.51,38061.32,37997.32,37934.58,37873.52,37790.79,37698.02,37598.43,37486.13,37378.28,37277.77,37188.47,37089.00,36989.07,36897.43,36798.04,36697.96,36580.95,36446.81,36297.75,36144.76,35993.63,35841.43,35689.06,35536.48,35386.50,35237.22,35086.84,34934.38,34783.87,34635.97,34490.26,34340.87,34192.71,34044.82,33894.93,33748.01,33601.20,33455.92,33310.76,33162.79,33016.94,32874.57,32731.12,32586.30,32442.31,32300.15,32158.25,32017.17,31875.86,31733.51,31592.47,31452.38,31313.43,31176.47,31039.68,30900.73,30764.10,30629.45,30492.30,30356.72,30222.86,30089.76,29956.86,29823.69,29690.51,29557.72,29426.48,29296.05,29164.04,29032.12,28901.11,28769.67,28640.02,28510.34,28381.51,28254.39,28126.54,27997.46,27869.27,27743.85,27616.89,27490.89,27366.39,27241.73,27118.19,26994.34,26870.64,26746.95,26623.85,26502.74,26381.56,26259.27,26138.96,26018.93,25898.49
102,39407.68,38053.10,36187.07,36007.46,38208.45,38064.39,35017.91,36383.64,38954.87,38266.07,37831.75,36267.33,38926.94,37510.19,38184.66,35920.85,39633.03,38659.24,41922.20,37536.11,38703.12,40018.53,41344.23,36677.65,40226.82,38605.90,39012.35,39262.36,35662.91,38257.34,37034.17,37985.68,38485.65,37942.40,40271.87,37814.64,39318.51,40705.41,39121.90,40538.64,41758.95,41721.21,41299.67,41248.64,41203.56,41144.40,41062.16,41016.27,40987.53,40920.24,40826.31,40736.05,40625.99,40511.79,40424.75,40341.00,40242.72,40153.19,40069.09,39975.22,39874.33,39765.74,39659.53,39524.77,39373.24,39228.28,39085.25,38935.54,38792.35,38656.99,38510.65,38367.22,38225.11,38082.44,37948.34,37808.35,37662.53,37527.11,37390.46,37248.45,37103.95,36963.02,36825.17,36685.51,36549.49,36409.58,36269.66,36133.10,35996.64,35859.06,35721.08,35585.75,35451.04,35317.63,35182.08,35045.83,34912.72,34780.12,34645.83,34512.41,34380.97,34249.92,34118.78,33987.71,33858.92,33729.99,33598.96,33470.76,33343.56,33213.63,33085.01,32957.60,32831.32,32705.00,32579.11,32451.91,32323.37,32197.34,32072.10,31947.36,31821.73,31697.52,31573.24,31447.87,31325.41,31201.03,31078.10,30956.32,30833.21,30712.37,30591.86,30470.22,30348.94,30228.03,30108.29,29989.24,29869.45,29751.01,29632.55,29513.80
103,43739.75,32797.78,41317.90,38063.72,37557.25,33263.45,37650.11,35905.72,41338.81,38839.41,40470.33,35667.45,39344.26,37364.80,37589.73,40300.11,45555.10,42414.36,39653.04,42371.54,41846.15,40597.42,42537.31,40400.25,41538.69,38858.73,42906.21,44347.71,35732.95,41664.83,40164.19,40179.30,42204.27,38106.19,43598.36,39630.75,43953.77,40665.50,38098.80,42134.61,44902.59,44874.00,44400.79,44354.46,44336.44,44295.61,44214.22,44169.78,44147.56,44103.34,44017.45,43932.98,43847.24,43710.36,43641.25,43597.92,43491.16,43401.22,43317.01,43202.84,43104.59,43029.64,42956.17,42831.93,42692.44,42564.92,42428.99,42276.31,42136.72,42018.01,41882.93,41744.73,41614.09,41486.82,41372.22,41240.21,41102.41,40986.49,40855.22,40718.14,40587.54,40457.59,40326.18,40196.76,40071.74,39945.19,39813.50,39682.49,39554.66,39427.68,39303.28,39176.40,39049.14,38925.22,38796.25,38669.04,38546.10,38418.69,38293.61,38168.92,38047.03,37927.61,37801.27,37675.20,37555.79,37434.20,37311.66,37192.05,37072.04,36948.51,36827.54,36707.99,36587.93,36468.79,36348.35,36227.23,36106.05,35986.53,35870.14,35752.33,35631.81,35514.63,35395.32,35277.47,35162.16,35042.21,34924.53,34806.56,34688.60,34575.60,34460.53,34342.53,34227.72,34114.48,33999.69,33884.45,33769.60,33656.38,33541.93,33427.84
104,40609.14,39676.11,35107.38,37082.07,41509.43,36453.20,46569.65,44585.99,38751.35,41869.92,39824.30,42181.16,40315.51,43107.77,39397.64,48227.99,41808.75,36125.27,52594.17,43298.22,43671.10,45287.79,43627.88,41322.77,43165.47,38027.45,42893.94,44321.84,40934.37,40923.57,38733.99,42482.86,44331.40,41105.12,43886.32,43147.77,43705.76,44634.65,40456.18,43606.40,48044.50,48025.59,47483.11,47482.62,47503.16,47507.71,47445.05,47344.15,47300.04,47298.38,47287.77,47234.65,47137.24,47039.33,46969.12,46840.07,46741.76,46695.69,46592.08,46501.50,46432.93,46399.27,46320.16,46167.17,46033.27,45927.77,45833.56,45710.50,45568.47,45448.02,45343.61,45227.75,45114.87,45002.64,44877.81,44738.97,44631.65,44541.88,44413.62,44280.15,44164.24,44053.86,43941.81,43816.40,43701.19,43592.17,43476.86,43354.95,43236.96,43122.38,43008.22,42895.50,42779.37,42666.53,42548.40,42431.08,42322.01,42208.24,42093.24,41981.62,41870.29,41761.85,41649.07,41531.36,41420.04,41309.46,41196.91,41089.91,40977.87,40863.85,40755.36,40643.37,40534.29,40425.04,40313.49,40202.11,40092.62,39983.05,39873.51,39763.98,39655.12,39550.00,39438.67,39327.98,39225.52,39115.78,39004.53,38895.95,38788.42,38683.02,38575.17,38466.77,38359.98,38255.00,38150.04,38043.30,37934.58,37828.86,37724.07,37617.85
105,48571.43,47482.01,38162.54,53333.33,49936.31,32342.45,40040.86,48343.08,45197.74,43762.00,43864.23,42320.82,50271.53,37949.50,47462.47,40321.40,43272.48,48484.85,44098.57,48275.86,44707.43,42949.85,42737.90,39013.20,48955.80,48285.85,41687.34,45714.29,47540.98,39629.48,44708.99,45278.38,45856.70,42946.32,47262.60,41500.59,47390.69,46402.19,41795.92,41470.10,51187.78,51277.02,50728.60,50650.35,50663.42,50774.06,50680.22,50479.12,50370.87,50366.53,50451.19,50498.66,50410.72,50352.67,50268.30,50103.90,50015.87,49946.83,49869.52,49809.13,49824.89,49759.00,49604.62,49541.17,49437.61,49321.19,49249.17,49150.28,49053.37,48968.06,48848.74,48738.70,48674.76,48580.86,48436.12,48321.36,48255.56,48148.43,48042.40,47927.84,47786.28,47686.05,47605.15,47502.42,47421.51,47332.13,47225.09,47121.79,47014.36,46922.09,46823.57,46719.06,46614.13,46507.65,46393.11,46307.92,46224.58,46118.77,46009.55,45901.38,45811.08,45717.07,45620.35,45519.56,45419.53,45327.42,45221.57,45124.05,45030.93,44929.59,44834.69,44731.89,44632.62,44539.56,44445.95,44349.34,44251.29,44154.97,44057.87,43958.16,43860.55,43767.38,43672.57,43578.16,43480.51,43383.37,43289.16,43186.59,43091.40,43001.43,42907.49,42814.33,42715.44,42620.33,42525.99,42428.33,42332.73,42238.46,42143.49,42048.48
106,44776.12,44776.12,46575.34,50156.74,34899.33,30843.37,39543.73,45454.55,46715.33,38951.31,44367.42,40764.33,46052.63,46987.95,41160.95,47854.36,47317.74,62360.80,51308.90,44919.79,39429.31,45739.91,51689.86,47899.16,41932.17,49056.60,40515.65,45882.35,45363.98,44547.56,33356.12,48440.37,47486.37,42666.67,51487.55,46878.42,52994.17,43362.83,49732.88,46823.41,54250.96,54451.76,54115.15,53895.37,53793.28,53973.86,53965.33,53793.09,53522.86,53336.78,53433.49,53526.00,53544.44,53528.65,53461.59,53360.54,53461.65,53384.53,53260.30,53113.64,53139.35,53240.51,53069.03,52975.75,52808.47,52733.65,52740.50,52626.76,52511.20,52419.81,52360.30,52241.69,52160.91,52165.94,52087.27,51958.60,51862.08,51757.50,51636.60,51537.67,51449.45,51370.57,51312.29,51278.57,51212.57,51110.29,51026.96,50939.14,50853.16,50776.38,50672.74,50588.94,50508.02,50396.39,50303.99,50235.34,50153.35,50082.84,49988.47,49911.19,49856.16,49762.51,49669.58,49580.00,49516.43,49435.58,49329.23,49258.24,49196.62,49112.06,49015.48,48936.76,48859.71,48772.55,48701.86,48615.41,48522.29,48448.05,48372.66,48281.38,48197.64,48122.06,48043.99,47967.60,47876.31,47790.01,47707.23,47613.51,47540.21,47468.68,47392.78,47318.84,47235.04,47151.09,47069.66,46994.19,46910.56,46828.02,46750.84,46670.28
107,50000.00,31007.75,56774.19,40579.71,64739.88,33734.94,48120.30,43686.01,37545.13,36619.72,42244.22,35220.13,46341.46,46101.69,50136.24,41509.43,54817.99,62111.80,48484.85,51948.05,40920.72,66037.74,36923.08,52032.52,44979.92,35555.56,37426.90,52599.39,45547.45,49211.36,42213.64,42203.99,50188.21,54171.70,49327.35,42056.07,46302.25,54919.91,54043.77,51689.86,57165.17,57315.95,57106.87,57457.47,57985.55,58271.48,57495.20,56635.45,56405.68,56086.54,56073.75,56064.72,56052.37,56028.57,56097.18,56219.18,56316.54,56470.83,56396.79,56199.86,56216.71,56431.48,56318.76,56342.41,56443.03,56263.00,56009.50,55861.51,56055.55,55904.29,55735.22,55701.39,55660.48,55692.17,55608.95,55532.70,55354.82,55215.16,55066.38,55053.33,55137.63,55103.23,55057.26,55126.22,55022.29,54829.38,54783.48,54751.85,54636.72,54508.45,54463.38,54481.52,54428.01,54322.19,54264.16,54190.32,54089.14,54027.88,53983.22,53975.72,53927.58,53812.77,53705.01,53639.96,53634.76,53573.82,53474.54,53419.00,53365.08,53308.55,53229.13,53163.49,53112.94,53041.21,52991.96,52925.59,52855.08,52821.00,52759.77,52667.12,52601.37,52529.29,52477.90,52421.65,52335.69,52276.96,52219.31,52139.87,52064.88,52026.15,51989.25,51917.14,51844.83,51774.01,51715.02,51664.12,51583.77,51517.27,51468.82,51405.65
